Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,MATOOR,3,INDUSTRIAL,1,0,0.0,3.0
KHAMMAM,SATHUPALLY,PENUBALLY,KALLURU,SAMBAIAHBANZARA,3,INDUSTRIAL,1,1,1026.0,15.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,Gopalpet,3,INDUSTRIAL,1,0,0.0,20.0
WARANGAL,RURAL WARANGAL,KAPULAKANAPARTHY,GORREKUNTA,MOGILICHERLA,3,INDUSTRIAL,2,2,194.0,15.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,TANDOOR,3,INDUSTRIAL,5,0,0.0,132.3
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,THIMMAPOOR,3,INDUSTRIAL,2,2,264.0,9.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,HAJIPOOR,3,INDUSTRIAL,3,1,0.0,20.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,AZMABAD,3,INDUSTRIAL,2,1,99.0,15.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,DHARMAREDDI,3,INDUSTRIAL,4,2,0.0,38.46
NIZAMABAD,NIZAMABAD,NIZAMABAD - TOWN,BOURGAON,ARYA NAGAR,3,INDUSTRIAL,6,5,1248.0,73.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,RAGAVAPALLI,3,INDUSTRIAL,2,0,0.0,5.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,JALALPUR,3,INDUSTRIAL,3,0,0.0,27.5
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,SATHOLI,3,INDUSTRIAL,1,1,125.0,2.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,MALLAIPALLY,3,INDUSTRIAL,1,1,2757.0,74.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,DEVANPALLI,3,INDUSTRIAL,6,5,15569.0,241.26
WARANGAL,WARANGAL,MULUGU ROAD,AREPALLY,PAIDEPALLI,3,INDUSTRIAL,34,18,27226.0,1182.63
WARANGAL,WARANGAL,MULUGU ROAD,MATWADA,RAMANNAPET,3,INDUSTRIAL,3,3,2093.0,25.359
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,TIMMAREDDIPET,3,INDUSTRIAL,5,5,581.0,21.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,JANGAMIPALLI,3,INDUSTRIAL,4,3,660.0,34.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,ADVILINGAL,3,INDUSTRIAL,2,0,0.0,20.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,NAGIREDDIPET,3,INDUSTRIAL,20,13,5282.0,338.434
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,3,INDUSTRIAL,87,54,26011.0,1948.34
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,LAXMAPOOR,3,INDUSTRIAL,1,0,0.0,10.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,BHIKNOOR,3,INDUSTRIAL,1,0,0.0,10.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,REPALLEWADA,3,INDUSTRIAL,2,1,471.0,125.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,JANKAMPALLY(J),3,INDUSTRIAL,3,3,803.0,60.9
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,MAL THUMMEDA,3,INDUSTRIAL,10,7,13632.0,400.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,YELLAREDDY,MATHMAL,3,INDUSTRIAL,3,2,216.0,60.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,RAMAKKAPALLI,3,INDUSTRIAL,3,2,318.0,42.0
KAMAREDDY,YELLAREDDY,YELLAREDDY,NAGIREDDIPET,WADALPARTHI,3,INDUSTRIAL,2,1,1205.0,15.0
